gene,chr
RP4-738P15.6,20
RP5-965G21.3,20
RP5-965G21.4,20
PYGB,20
RP5-965G21.5,20
RP5-965G21.6,20
ABHD12,20
PPIAP2,20
GINS1,20
NINL,20
RNU6ATAC17P,20
NANP,20
RP4-694B14.5,20
RN7SL594P,20
RP4-694B14.4,20
ZNF337,20
RP4-694B14.8,20
RP13-401N8.5,20
RP13-401N8.1,20
FAM182B,20
RP13-401N8.6,20
RP13-401N8.3,20
RP13-401N8.7,20
RP4-760C5.4,20
RP4-760C5.5,20
RP4-760C5.3,20
CTD-2514C3.1,20
FAM182A,20
RP13-401N8.8,20
C20orf191,20
RP13-329D4.3,20
RP3-410C9.1,20
RP3-410C9.2,20
MIR663A,20
FRG1CP,20
FRG1DP,20
DUX4L32,20
PCMTD1P7,20
DUX4L33,20
DUX4L34,20
FRG2EP,20
RARRES2P11,20
AGGF1P10,20
DUX4L35,20
FRG1EP,20
CFTRP2,20
CDC27P3,20
RNA5SP532,20
DUX4L37,20
CFTRP3,20
LINC01597,20
LINC01598,20
FRG1B,20
MLLT10P1,20
RP11-462H3.2,20
RP11-755J8.1,20
RNA5SP528,20
DEFB115,20
RP5-854E16.1,20
RP5-854E16.2,20
DEFB116,20
RPL31P3,20
RP5-1018D12.6,20
RNA5SP480,20
RP5-1018D12.11,20
DEFB118,20
DEFB119,20
DEFB121,20
DEFB122,20
DEFB123,20
DEFB124,20
REM1,20
NCRNA00028,20
HM13,20
RP3-324O17.7,20
RP3-324O17.4,20
RP3-324O17.5,20
RP3-324O17.2,20
RP3-324O17.8,20
RNU6-384P,20
ID1,20
MIR3193,20
COX4I2,20
BCL2L1,20
RP11-243J16.7,20
ABALON,20
TPX2,20
RP11-243J16.8,20
MYLK2,20
FOXS1,20
DUSP15,20
TTLL9,20
RNU1-94P,20
PDRG1,20
XKR7,20
RP1-310O13.13,20
RNA5SP481,20
CCM2L,20
RP1-310O13.7,20
RNA5SP482,20
HCK,20
TM9SF4,20
RP5-836N17.4,20
RSL24D1P6,20
TSPYL3,20
PLAGL2,20
POFUT1,20
MIR1825,20
KIF3B,20
RP11-358N2.2,20
ASXL1,20
NOL4L,20
RP5-1184F4.5,20
RP5-1184F4.7,20
RP11-410N8.3,20
RP11-410N8.4,20
RP11-410N8.1,20
C20orf203,20
RP11-503P21.4,20
BCL2L7P1,20
COMMD7,20
DNMT3B,20
MAPRE1,20
RP5-1085F17.4,20
RP5-1085F17.3,20
EFCAB8,20
SUN5,20
BPIFB2,20
BPIFB6,20
RP4-726C3.4,20
BPIFB3,20
BPIFB4,20
BPIFA2,20
SOCS2P1,20
BPIFA4P,20
RP11-49G10.3,20
BPIFA3,20
BPIFA1,20
RPL12P3,20
BPIFB1,20
BPIFB5P,20
BPIFB9P,20
CDK5RAP1,20
SNTA1,20
CBFA2T2,20
RP1-63M2.7,20
NECAB3,20
C20orf144,20
ACTL10,20
RP1-63M2.5,20
E2F1,20
PXMP4,20
RP4-553F4.2,20
ZNF341,20
RPL31P2,20
RP4-553F4.6,20
CHMP4B,20
TPM5P,20
RP5-1125A11.5,20
RP5-1125A11.1,20
RALY,20
RP5-1125A11.4,20
MIR4755,20
EIF2S2,20
RPS2P1,20
ASIP,20
XPOTP1,20
RP4-785G19.5,20
RP4-785G19.2,20
AHCY,20
CTD-3216D2.5,20
CTD-3216D2.4,20
ITCH,20
CDC42P1,20
RP3-468O1.4,20
RP3-468O1.5,20
MIR644A,20
RP3-468O1.2,20
RP3-468O1.6,20
DYNLRB1,20
MAP1LC3A,20
PIGU,20
RP11-346K17.3,20
NCOA6,20
TP53INP2,20
HMGB3L1,20
GGT7,20
ACSS2,20
GSS,20
MYH7B,20
MIR499A,20
MIR499B,20
TRPC4AP,20
RNU6-407P,20
EDEM2,20
PROCR,20
RP11-42O4.2,20
RNA5SP483,20
RP4-614O4.5,20
MT1P3,20
MMP24,20
RP4-614O4.13,20
RP4-614O4.11,20
EIF6,20
NCRNA00154,20
FAM83C,20
UQCC1,20
GDF5OS,20
GDF5,20
MIR1289-1,20
CEP250,20
RP3-477O4.14,20
RP3-477O4.5,20
C20orf173,20
ERGIC3,20
RPL36P4,20
FER1L4,20
RPL37P1,20
SPAG4,20
CPNE1,20
RP1-309K20.6,20
RN7SKP271,20
RNU6-759P,20
RBM12,20
NFS1,20
ROMO1,20
RBM39,20
BXDC1P,20
PHF20,20
COX7BP2,20
RP5-901O8.3,20
RNU4-40P,20
RNU6-937P,20
SCAND1,20
CNBD2,20
NORAD,20
RP4-550H1.7,20
RP4-550H1.4,20
HMGB3L2,20
RP4-550H1.5,20
EPB41L1,20
RP11-234K24.3,20
RP11-234K24.6,20
AAR2,20
DLGAP4,20
RP5-977B1.7,20
MYL9,20
TGIF2,20
TGIF2-C20orf24,20
C20orf24,20
SLA2,20
HNRPA3P2,20
NDRG3,20
DSN1,20
SOGA1,20
RN7SL156P,20
TLDC2,20
SAMHD1,20
RBL1,20
RPS3AP3,20
RPS27AP3,20
RP4-621N11.2,20
MROH8,20
RP3-343K2.4,20
RPN2,20
GHRH,20
MANBAL,20
SRC,20
RPL7AP14,20
BLCAP,20
NNAT,20
RP11-425M5.7,20
PPIAP3,20
RP11-425M5.8,20
GLRXP,20
LINC00489,20
RP4-640H8.2,20
CTNNBL1,20
VSTM2L,20
RN7SKP185,20
TTI1,20
RPRD1B,20
RN7SL237P,20
RP5-1057B20.3,20
TGM2,20
KIAA1755,20
RP5-1054A22.4,20
CTD-2308N23.5,20
CTD-2308N23.4,20
CTD-2308N23.3,20
CTD-2308N23.2,20
BPI,20
LBP,20
RP4-564F22.6,20
RP4-564F22.5,20
RP4-564F22.7,20
RP4-564F22.2,20
SNORA71B,20
SNORA71A,20
SNORA71C,20
SNORA71D,20
SNHG11,20
SNORA71E,20
SNORA60,20
RALGAPB,20
MIR548O2,20
RPS3P2,20
ADIG,20
ARHGAP40,20
RP5-1100H13.3,20
SLC32A1,20
ACTR5,20
RN7SKP173,20
PPP1R16B,20
RN7SL116P,20
FAM83D,20
RP4-616B8.5,20
RP4-616B8.4,20
DHX35,20
RP4-616B8.6,20
NPM1P19,20
RP4-705O1.1,20
RP1-54G6.1,20
RN7SL680P,20
RP5-1031J8.1,20
HSPEP1,20
RP11-101E14.2,20
RP11-101E14.3,20
RP1-191L6.2,20
MAFB,20
RP4-644L1.2,20
RNA5SP484,20
RNU2-52P,20
TOP1,20
RP1-1J6.2,20
PLCG1,20
MIR6871,20
ZHX3,20
RP3-511B24.5,20
RPL23AP81,20
RN7SL615P,20
RP3-450M14.1,20
LPIN3,20
EMILIN3,20
RP4-620E11.5,20
CHD6,20
RP4-620E11.4,20
RP4-620E11.8,20
RPL12P11,20
RNU6-1018P,20
RP5-1121H13.4,20
RP5-1121H13.1,20
RP5-1121H13.3,20
PTPRT,20
RP4-730D4.1,20
RP1-232N11.2,20
RP4-753D4.2,20
RN7SKP100,20
RP1-269M15.3,20
RN7SL666P,20
PPIAL,20
RP5-862K6.4,20
RNU6-743P,20
EIF4EBP2P,20
SRSF6,20
RNU6-1251P,20
L3MBTL1,20
RP1-138B7.4,20
RP1-138B7.6,20
RP1-138B7.5,20
SGK2,20
RP1-138B7.7,20
IFT52,20
RPL27AP,20
MYBL2,20
GTSF1L,20
RNU6-639P,20
RP5-1030M6.3,20
C20orf100,20
RN7SL443P,20
JPH2,20
OSER1,20
RP5-995J12.2,20
GDAP1L1,20
FITM2,20
R3HDML,20
RP5-881L22.5,20
HNF4A,20
RP5-881L22.4,20
RP5-881L22.6,20
MIR3646,20
LINC01620,20
RPL37AP1,20
TTPAL,20
SERINC3,20
PKIG,20
ADA,20
RP11-445H22.3,20
RP11-445H22.5,20
RP11-445H22.4,20
WISP2,20
KCNK15,20
RP4-781B1.5,20
RIMS4,20
PGBD4P2,20
YWHAB,20
PABPC1L,20
TOMM34,20
RP5-1069P2.4,20
STK4,20
KCNS1,20
WFDC5,20
WFDC12,20
RP1-172H20.4,20
PI3,20
SEMG1,20
SEMG2,20
RP1-300I2.3,20
RP1-300I2.2,20
SLPI,20
MATN4,20
RBPJL,20
SDC4,20
RP3-453C12.14,20
SYS1,20
SYS1-DBNDD2,20
TP53TG5,20
RP3-453C12.8,20
DBNDD2,20
PIGT,20
MIR6812,20
RP3-453C12.15,20
WFDC2,20
RP3-461P17.9,20
RPL5P2,20
SPINT3,20
WFDC6,20
RP3-461P17.6,20
EPPIN-WFDC6,20
RP3-461P17.4,20
EPPIN,20
WFDC8,20
RNA5SP485,20
RP5-839B11.2,20
WFDC9,20
WFDC10A,20
RPS2L1,20
WFDC11,20
WFDC10B,20
WFDC13,20
MIR3617,20
SPINT4,20
HNRPA1P3,20
WFDC3,20
RP3-447F3.6,20
RNU6ATAC38P,20
DNTTIP1,20
UBE2C,20
TNNC2,20
SNX21,20
ACOT8,20
ZSWIM3,20
ZSWIM1,20
SPATA25,20
NEURL2,20
CTSA,20
RP3-337O18.9,20
PLTP,20
PCIF1,20
ZNF335,20
FTLP,20
MMP9,20
RP11-465L10.10,20
SLC12A5,20
NCOA5,20
RPL13P2,20
CD40,20
RP5-998H6.2,20
CDH22,20
SLC35C2,20
RP11-394O2.3,20
ELMO2,20
ZNF663P,20
RP5-981L23.7,20
RP5-981L23.2,20
ZNF840P,20
ZNF334,20
OCSTAMP,20
SLC13A3,20
RP1-101A2.1,20
TP53RK,20
RP1-28H20.3,20
SLC2A10,20
RN7SKP33,20
RP11-323C15.1,20
EYA2,20
RP11-323C15.2,20
RP5-1050K3.2,20
RP5-1050K3.3,20
RP5-890O15.3,20
MIR3616,20
ZMYND8,20
RP4-569M23.5,20
RP4-569M23.4,20
RP4-569M23.2,20
RP1-148H17.1,20
RPL35AP,20
RNU6-497P,20
RNU6-563P,20
NCOA3,20
RP5-1049G16.4,20
SULF2,20
CTD-2653D5.1,20
RNU7-173P,20
SRMP1,20
RNA5SP486,20
RNU7-92P,20
RP11-347D21.1,20
RP11-347D21.2,20
RP11-347D21.3,20
RP11-347D21.4,20
RP11-321P16.1,20
RP1-66N13.3,20
RP1-66N13.1,20
RP1-66N13.4,20
RP5-991B18.1,20
RP5-991B18.2,20
RNU7-144P,20
PREX1,20
RP5-906C1.1,20
ARFGEF2,20
SNAP23P,20
RP1-155G6.4,20
CSE1L,20
STAU1,20
RP3-470L14.1,20
DDX27,20
ZNFX1,20
ZFAS1,20
RF02215,20
SNORD12C,20
RF02216,20
SNORD12B,20
RF02217,20
SNORD12,20
KCNB1,20
RP4-791K14.2,20
PTGIS,20
B4GALT5,20
RN7SL197P,20
SNRPFP1,20
RNU6-919P,20
SLC9A8,20
RP5-1041C10.3,20
SPATA2,20
RNF114,20
KRT18P4,20
RNU6-147P,20
SNAI1,20
RP4-710H13.2,20
UBE2V1,20
TMEM189-UBE2V1,20
TMEM189,20
RP11-112L6.3,20
RP11-112L6.2,20
RP11-112L6.4,20
RP11-112L6.5,20
CEBPB,20
LINC01272,20
RP11-290F20.1,20
RP11-290F20.2,20
RN7SL636P,20
COX6CP2,20
PTPN1,20
RN7SL672P,20
RP4-530I15.9,20
MIR645,20
FAM65C,20
MIR1302-5,20
RPL36P2,20
RP4-530I15.6,20
PARD6B,20
BCAS4,20
TMSL6,20
ADNP,20
PSMD10P,20
RP5-914P20.5,20
DPM1,20
MOCS3,20
RP5-955M13.4,20
KCNG1,20
RP4-811M8.1,20
RPSAP1,20
NFATC2,20
MIR3194,20
ATP9A,20
RP5-827A12.2,20
SALL4,20
RP5-1112F19.2,20
RNU6-347P,20
RNU7-6P,20
ZFP64,20
RP5-831D17.2,20
RP4-723E3.1,20
RP4-583K8.1,20
RP5-1022J11.2,20
RP5-1022J11.1,20
RP4-715N11.2,20
RP11-80K6.2,20
RPL36P1,20
TSHZ2,20
RN7SKP184,20
RP11-15M15.1,20
RP11-15M15.2,20
RP4-678D15.1,20
RP4-669H2.1,20
PPIAP10,20
RP5-823G15.5,20
RP4-724E16.2,20
ZNF217,20
AC005808.3,20
RNU7-14P,20
AC006076.1,20
SUMO1P1,20
BCAS1,20
AC005220.3,20
MIR4756,20
CYP24A1,20
PFDN4,20
DOK5,20
RNU4ATAC7P,20
RPL12P4,20
RP5-1010E17.1,20
RP5-1010E17.2,20
RP5-837G17.1,20
CBLN4,20
RNA5SP487,20
MC3R,20
RP11-380D15.2,20
RP11-380D15.3,20
FAM210B,20
AURKA,20
CSTF1,20
CASS4,20
RPL39P,20
RTFDC1,20
GCNT7,20
FAM209A,20
RP5-1153D9.5,20
FAM209B,20
RP5-843L14.1,20
RP5-843L14.2,20
TFAP2C,20
RNU6-1146P,20
RN7SL170P,20
PTMAP6,20
RP5-897D18.1,20
RNU6-929P,20
RP11-560A15.4,20
RP11-560A15.3,20
RP11-560A15.6,20
BMP7,20
RP4-813D12.2,20
RP4-813D12.3,20
MIR4325,20
RP3-481F12.1,20
SPO11,20
RAE1,20
RP3-481F12.4,20
MTRNR2L3,20
RP4-800J21.3,20
RBM38,20
HMGB1L1,20
CTCFL,20
PCK1,20
RP4-718J7.4,20
ZBP1,20
PMEPA1,20
RP5-1059L7.1,20
MIR4532,20
RP13-379L11.2,20
RP13-379L11.4,20
RP13-379L11.1,20
RP13-379L11.3,20
C20orf85,20
ANKRD60,20
RP11-196N14.1,20
RAB22A,20
VAPB,20
APCDD1L,20
RP5-907D15.2,20
RP5-907D15.3,20
RP5-907D15.4,20
STX16,20
STX16-NPEPL1,20
NPEPL1,20
RP11-261P9.4,20
RP4-806M20.2,20
RP4-806M20.5,20
RP4-806M20.4,20
MIR296,20
MIR298,20
GNAS-AS1,20
RP4-806M20.3,20
GNAS,20
RF02127,20
RF02128,20
RF02130,20
RF02131,20
RP1-309F20.3,20
RP1-309F20.4,20
RP4-543J19.8,20
RP4-543J19.9,20
NELFCD,20
CTSZ,20
TUBB1,20
ATP5E,20
PRELID3B,20
MRPS16P,20
ZNF831,20
EDN3,20
RP4-614C15.2,20
RP4-614C15.3,20
C20orf83,20
RP11-164D18.2,20
PHACTR3,20
RP4-719C8.1,20
RNU7-141P,20
SYCP2,20
FAM217B,20
PPP1R3D,20
CDH26,20
C20orf197,20
RP5-1017F8.2,20
RP5-1043L13.1,20
MIR646,20
MTCO2L,20
MIR4533,20
MIR548AG2,20
RP5-1016A21.1,20
RP11-151E14.1,20
RP5-827L5.2,20
RP5-827L5.1,20
CDH4,20
WI2-8325B5.1,20
RP5-827E24.1,20
RP11-429E11.3,20
RP11-429E11.2,20
TAF4,20
MIR1257,20
RP11-11M20.2,20
MIR3195,20
RP11-11M20.4,20
LSM14B,20
PSMA7,20
SS18L1,20
MTG2,20
HRH3,20
OSBPL2,20
ADRM1,20
RP11-157P1.4,20
LAMA5,20
MIR4758,20
RP11-157P1.5,20
RP5-908M14.9,20
RPS21,20
CABLES2,20
RP5-908M14.10,20
RBBP8NL,20
RP5-908M14.5,20
GATA5,20
RP13-379O24.3,20
RP13-379O24.2,20
C20orf200,20
C20orf166,20
MIR1-1,20
MIR133A2,20
RPL7P3,20
WI2-87327B8.1,20
WI2-87327B8.2,20
RP13-30A9.1,20
RP13-30A9.2,20
RP11-93B14.6,20
SLCO4A1,20
RP11-93B14.9,20
RP11-93B14.10,20
RP11-93B14.5,20
RP11-93B14.7,20
NTSR1,20
RP11-93B14.4,20
RP5-885L7.10,20
MRGBP,20
RP5-885L7.11,20
OGFR,20
COL9A3,20
TCFL5,20
DPH3B,20
ARF4P2,20
DIDO1,20
RP4-563E14.1,20
GID8,20
SLC17A9,20
BHLHE23,20
RP11-305P22.9,20
NCRNA00029,20
RP11-305P22.5,20
HAR1B,20
RF00635,20
HAR1A,20
RP5-963E22.5,20
RP5-963E22.4,20
MIR124-3,20
YTHDF1,20
RP5-963E22.6,20
BIRC7,20
MIR3196,20
NKAIN4,20
RP11-261N11.14,20
ARFGAP1,20
MIR4326,20
COL20A1,20
RNU6-994P,20
CHRNA4,20
RP11-261N11.8,20
KCNQ2,20
RP11-358D14.3,20
RP11-358D14.2,20
EEF1A2,20
RP4-697K14.3,20
PPDPF,20
PTK6,20
SRMS,20
RP4-697K14.15,20
C20orf195,20
HELZ2,20
GMEB2,20
CTD-3184A7.4,20
STMN3,20
RTEL1,20
RTEL1-TNFRSF6B,20
TNFRSF6B,20
ARFRP1,20
ZGPAT,20
RP4-583P15.15,20
RP4-583P15.16,20
LIME1,20
RP4-583P15.14,20
SLC2A4RG,20
ZBTB46,20
RP4-583P15.10,20
RP4-583P15.11,20
C20orf181,20
RP4-591C20.9,20
ABHD16B,20
TPD52L2,20
DNAJC5,20
RNU1-134P,20
MIR941-1,20
MIR941-2,20
MIR941-3,20
MIR941-4,20
MIR941-5,20
UCKL1,20
MIR1914,20
MIR647,20
UCKL1-AS1,20
ZNF512B,20
SAMD10,20
PRPF6,20
RP13-152O15.2,20
SOX18,20
TCEA2,20
RP13-152O15.5,20
RGS19,20
MIR6813,20
OPRL1,20
LKAAEAR1,20
MYT1,20
NPBWR2,20
PCMTD2,20
RP11-476I15.5,20
RP11-476I15.2,20
LINC00266-1,20
RP11-476I15.6,20
CH507-9B2.2,21
CH507-9B2.1,21
CH507-9B2.8,21
CH507-9B2.3,21
CH507-9B2.4,21
CH507-9B2.5,21
CH507-9B2.9,21
RP11-717F1.1,21
CH507-24F1.1,21
RP11-717F1.2,21
CH507-39O4.3,21
CH507-39O4.1,21
CH507-39O4.2,21
CH507-42P11.1,21
CH507-42P11.2,21
CH507-42P11.3,21
CH507-42P11.5,21
CH507-42P11.7,21
CH507-42P11.6,21
CH507-42P11.8,21
CH507-24F1.2,21
CH507-145C22.2,21
CH507-254M2.4,21
CH507-145C22.1,21
CBSL,21
U2AF1L5,21
CH507-152C13.4,21
CH507-152C13.5,21
CH507-152C13.6,21
CH507-152C13.3,21
CH507-154B10.1,21
CH507-145C22.3,21
CH507-154B10.3,21
CH507-236L23.5,21
CH507-254M2.3,21
CH507-210P18.1,21
CH507-210P18.4,21
MIR8069-1,21
CH507-210P18.3,21
CH507-210P18.5,21
CH507-154B10.2,21
CH507-145C22.4,21
CH507-236L23.4,21
CH507-236L23.1,21
CH507-254M2.1,21
CH507-236L23.2,21
CH507-236L23.3,21
CH507-254M2.5,21
CH507-254M2.6,21
CH507-254M2.2,21
CH507-338C24.2,21
CH507-338C24.1,21
SMIM11B,21
CH507-396I9.7,21
CH507-396I9.3,21
KCNE1B,21
CH507-338C24.3,21
CH507-513H4.1,21
MIR6724-1,21
MIR3648-1,21
MIR3687-1,21
CH507-513H4.6,21
RNA5-8SN3,21
MIR6724-2,21
CH507-513H4.5,21
RNA5-8S5,21
CH507-528H12.1,21
MIR6724-3,21
CH507-513H4.4,21
RNA5-8SN4,21
MIR6724-4,21
CH507-513H4.3,21
bP-2168N6.2,21
bP-2168N6.1,21
bP-2168N6.3,21
bP-2189O9.3,21
bP-2189O9.4,21
bP-2189O9.1,21
bP-2189O9.2,21
MIR3648-2,21
MIR3687-2,21
bP-2171C21.3,21
bP-2171C21.4,21
bP-2171C21.2,21
TEKT4P2,21
bP-2171C21.6,21
bP-2171C21.5,21
bP-21264C1.2,21
bP-21264C1.3,21
bP-21264C1.1,21
RP11-570J4.1,21
RP11-570J4.2,21
RP11-555K2.3,21
RP11-555K2.1,21
RP11-555K2.2,21
RN7SL52P,21
RP11-555K2.4,21
bP-21201H5.1,21
bP-21201H5.2,21
CH507-216K13.2,21
CH507-216K13.1,21
AP003900.6,21
EIF3S5P1,21
VN1R7P,21
RP11-589M2.1,21
AF254983.5,21
AL078471.5,21
TPTE,21
AL078471.4,21
AF254982.3,21
AF254982.2,21
IGHV1OR21-1,21
AP001464.4,21
ANKRD30BP2,21
RNU6-614P,21
ZNF355P,21
AJ239321.3,21
RP1-127M18.1,21
FGF7P2,21
ANKRD30BP,21
MIR3156-3,21
GTF2IP2,21
VN1R8P,21
SNX19P,21
OR4K11P,21
AP001465.5,21
OR4K12P,21
POTED,21
RNU6-286P,21
MIR3118-1,21
AL050303.11,21
AL050303.9,21
AL050303.5,21
AL050303.10,21
AL050303.12,21
MIR8069-2,21
FEM1DP,21
AL050303.7,21
TERF1P,21
AL109748.4,21
AL109748.5,21
AL109748.6,21
AL109748.17,21
CYP4F3LP,21
AP001466.7,21
C21orf81,21
AP001466.8,21
RNU6-954P,21
NF1P3,21
AP001634.5,21
AP001634.6,21
AP001347.6,21
AP001347.5,21
RNA5SP488,21
LIPI,21
AP001347.8,21
RBM11,21
ABCC13,21
HSPA13,21
SAMSN1,21
AF165138.6,21
AF127936.3,21
POLR2CP,21
AF127936.5,21
AF127936.6,21
AF127936.9,21
AF127936.7,21
AF127936.8,21
AF127577.8,21
NRIP1,21
AF127577.10,21
AF127577.11,21
AF127577.13,21
AF127577.12,21
AF246928.1,21
AJ006998.2,21
CYCSP42,21
AJ009632.3,21
RNU6-1326P,21
RAD23BLP,21
USP25,21
RBPMSLP,21
MIR99AHG,21
RNU6-426P,21
VDAC2P,21
AP001346.3,21
SNORD74B,21
AP001172.2,21
AP001172.3,21
AP000962.1,21
MIR99A,21
MIRLET7C,21
AP000962.2,21
MIR125B2,21
RNU1-98P,21
AP000473.6,21
AF212831.2,21
AP000457.1,21
AP000457.2,21
RNU6-113P,21
C21orf37,21
AP000963.2,21
RN7SL163P,21
CXADR,21
AP000963.3,21
BTG3,21
BTG3-AS1,21
AP000432.2,21
AP000432.3,21
AL109761.3,21
C21orf91,21
AL109761.5,21
NCRNA00157,21
RPL37P3,21
CHODL,21
AP000998.2,21
TMPRSS15,21
AL109763.1,21
AL109763.2,21
AF240627.2,21
MIR548X,21
PPIAL3,21
RP4-646P19.1,21
AL157359.4,21
AL157359.3,21
AP000431.1,21
AP000431.2,21
SLC6A6P,21
AP000855.4,21
RNU1-139P,21
RPL37P4,21
AP000403.3,21
AP000568.2,21
C1QBPP,21
AP000946.2,21
AP001171.1,21
RNU6-772P,21
RN7SKP147,21
FDPSP,21
KRT18P2,21
RPS3AP1,21
AP001506.1,21
C21orf131,21
PPIAP,21
NCAM2,21
AP001136.2,21
AF241725.4,21
AF241725.6,21
C21orf117,21
AP000475.2,21
AP000472.3,21
AP000472.2,21
C21orf74,21
AP000705.8,21
AP000705.6,21
RNU4-45P,21
AP000705.7,21
MAPK6PS2,21
AP000959.2,21
AP000949.1,21
AP001255.2,21
MIR6130,21
ZNF299P,21
AP001116.3,21
RNU2-55P,21
AP000459.4,21
EEF1A1P,21
TUBAP,21
AP000459.7,21
AP000474.1,21
AP000477.2,21
AP000477.3,21
AP000470.2,21
AP000469.2,21
AP000476.1,21
AP000235.2,21
AP000402.3,21
AP000146.2,21
AP001342.1,21
AP000235.3,21
AP000233.2,21
RN7SKP236,21
AP000233.3,21
AP000233.4,21
RNA5SP489,21
AP001340.2,21
AP001340.3,21
LINC00158,21
AP000221.1,21
MIR155HG,21
MIR155,21
AP000223.42,21
MRPL39,21
JAM2,21
AP000223.41,21
FDXP2,21
ATP5J,21
GABPA,21
AP000226.9,21
APP,21
AP001442.2,21
RNU6-123P,21
AP001439.2,21
AP000230.1,21
RNU6-926P,21
AP001595.1,21
AP001596.6,21
AP001597.1,21
KB-1466C5.1,21
CYYR1,21
ADAMTS1,21
AP001601.2,21
ADAMTS5,21
MIR4759,21
GPXP2,21
AP001604.3,21
AP001605.4,21
EIF4A1P,21
RPL10P1,21
AP001605.6,21
AP001607.1,21
NCRNA00113,21
AJ006995.3,21
LINC00314,21
AL035610.1,21
AL035610.2,21
AF131217.1,21
NCRNA00161,21
N6AMT1,21
HSPDP7,21
AF227510.7,21
LTN1,21
RPL23P2,21
RWDD2B,21
RP1-100J12.1,21
USP16,21
CCT8,21
AF129075.5,21
MAP3K7CL,21
AF129075.18,21
AF124730.4,21
LINC00189,21
BACH1,21
GAPDHP14,21
AP000240.4,21
AP000240.9,21
AP000240.5,21
AP000240.6,21
AP000240.7,21
GRIK1,21
RP11-313P22.1,21
NCRNA00110,21
AF096876.1,21
CLDN17,21
AP000884.4,21
CLDN8,21
RPL8P2,21
KRTAP24-1,21
KRTAP25-1,21
KRTAP26-1,21
KRTAP27-1,21
KRTAP23-1,21
KRTAP13P2,21
KRTAP13-2,21
MIR4327,21
KRTAP13-1,21
KRTAP13-3,21
KRTAP13-4,21
KRTAP13P1,21
KRTAP15-1,21
KRTAP19-1,21
KRTAP19-2,21
KRTAP19-3,21
KRTAP19-4,21
KRTAP19-5,21
KRTAP19P1,21
KRTAP19P2,21
AP000567.27,21
KRTAP19P3,21
KRTAP19-6,21
KRTAP19-7,21
KRTAP22-2,21
KRTAP6-3,21
KRTAP6-2,21
KRTAP22-1,21
KRTAP6-1,21
KRTAP20-1,21
KRTAP20-4,21
KRTAP20-2,21
KRTAP20-3,21
KRTAP21-3,21
AP000243.18,21
KRTAP21-2,21
KRTAP21-1,21
AP000244.11,21
KRTAP8P1,21
KRTAP8P2,21
KRTAP8-1,21
KRTAP7-1,21
KRTAP11-1,21
KRTAP19-8,21
UBE3AP2,21
TIAM1,21
AP000563.2,21
AP000251.3,21
FBXW11P1,21
AP000253.1,21
SOD1,21
AP000254.8,21
SCAF4,21
HMGN1L2,21
AP000255.6,21
TPT1P,21
HUNK,21
AP000260.4,21
NCRNA00159,21
AP000265.1,21
MIS18A,21
AP000266.5,21
MRAP,21
AP000266.7,21
URB1,21
SNORA80A,21
C21orf119,21
EVA1C,21
AP000271.1,21
RNA5SP490,21
CMP21-T1230.1,21
TCP10L,21
AP000275.65,21
C21orf59,21
OR7E23P,21
AP000275.64,21
SYNJ1,21
AP000279.69,21
PAXBP1,21
C21orf62-AS1,21
AP000280.66,21
C21orf62,21
AP000281.1,21
AP000281.2,21
AP000282.2,21
AP000282.3,21
OLIG2,21
AP000288.2,21
OLIG1,21
AP000289.6,21
AP000290.7,21
C21orf54,21
IFNAR2,21
AP000295.9,21
AP000295.7,21
IL10RB,21
IFNAR1,21
AP000297.1,21
IFNGR2,21
TMEM50B,21
RPS5L,21
AP000302.58,21
DNAJC28,21
GART,21
AP000303.1,21
SON,21
MIR6501,21
DONSON,21
AP000304.12,21
CRYZL1,21
ITSN1,21
ATP5O,21
LINC00649,21
RN7SL740P,21
AP000569.9,21
MRPS6,21
SLC5A3,21
AP000320.7,21
RPS5P2,21
LINC00310,21
AP000318.2,21
KCNE2,21
AP000320.6,21
SMIM11A,21
C21orf140,21
CMP21-97G8.1,21
AP000322.53,21
CMP21-97G8.2,21
KCNE1,21
RCAN1,21
CLIC6,21
NCRNA00160,21
AP000330.8,21
RUNX1,21
AF015262.2,21
RPL34P3,21
AF015726.1,21
AF015720.3,21
MIR802,21
RPS20P1,21
PPP1R2P2,21
AP000688.8,21
RPL23AP3,21
SETD4,21
RIMKLB2,21
AP000688.11,21
RNU6-992P,21
AP000688.14,21
CBR1,21
AP000688.15,21
AP000688.29,21
AP000689.3,21
AP000689.8,21
RPS9P1,21
CBR3,21
DOPEY2,21
RPL3P1,21
SFRS9P1,21
AP000692.10,21
MORC3,21
AP000692.9,21
CHAF1B,21
ATP5J2LP,21
AP000695.6,21
AP000695.4,21
CLDN14,21
KB-176G8.1,21
PSMD15,21
AP000696.2,21
AP000697.6,21
SIM2,21
HLCS,21
AP000699.2,21
RNA5SP491,21
DPRXP5,21
AP000704.5,21
MRPL20P1,21
RIPPLY3,21
RNU6-696P,21
PIGP,21
TTC3,21
AP001429.1,21
AP001432.11,21
DSCR9,21
RN7SL678P,21
AP001432.14,21
DSCR3,21
AP001412.1,21
AP001437.1,21
DYRK1A,21
KCNJ6,21
AP001430.2,21
DSCR4,21
AP001415.1,21
DSCR8,21
KCNJ15,21
AP001425.14,21
DSCR10,21
AP001434.2,21
AP001434.1,21
AP001422.3,21
ERG,21
AP001037.1,21
NCRNA00114,21
ETS2,21
AP001042.1,21
